post_id,label,Certainty
e5dc9j,NTA,1.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,YTA,2.0
e5dc9j,NTA,4.0
e5dc9j,NTA,3.0
e5dc9j,NTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,3.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,YTA,3.0
e5dc9j,YTA,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,ESH,2.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,2.0
e5dc9j,ESH,2.0
e5dc9j,ESH,2.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,2.0
e5dc9j,YTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,NTA,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,2.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,1.0
e5dc9j,ESH,2.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,2.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,4.0
e5dc9j,ESH,2.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,NAH,1.0
e5dc9j,ESH,2.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,3.0
e5dc9j,NTA,3.0
e5dc9j,YTA,2.0
e5dc9j,ESH,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,3.0
e5dc9j,YTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NAH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,ESH,2.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,2.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NAH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,2.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,YTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,1.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,2.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,YTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,ESH,2.0
e5dc9j,NAH,3.0
e5dc9j,ESH,3.0
e5dc9j,NAH,3.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,YTA,3.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,YTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,3.0
e5dc9j,ESH,2.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,ESH,1.0
e5dc9j,YTA,4.0
e5dc9j,NAH,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,2.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,4.0
e5dc9j,YTA,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,YTA,3.0
e5dc9j,NTA,3.0
e5dc9j,ESH,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,3.0
e5dc9j,YTA,4.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,2.0
e5dc9j,NTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,2.0
e5dc9j,YTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,2.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,ESH,1.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,YTA,3.0
e5dc9j,YTA,4.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NAH,1.0
e5dc9j,YTA,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,3.0
e5dc9j,YTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,NTA,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,YTA,4.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,2.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,YTA,3.0
e5dc9j,YTA,3.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,3.0
e5dc9j,ESH,2.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,3.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,YTA,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,YTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,YTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NAH,3.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
e5dc9j,ESH,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,3.0
e5dc9j,ESH,3.0
e5dc9j,NTA,4.0
e5dc9j,YTA,4.0
e5dc9j,YTA,2.0
e5dc9j,NTA,4.0
e5dc9j,NTA,4.0
ealt06,NTA,4.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,NTA,4.0
ealt06,YTA,3.0
ealt06,NTA,4.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,NTA,3.0
ealt06,NTA,3.0
ealt06,YTA,3.0
ealt06,NTA,3.0
ealt06,YTA,4.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,NAH,3.0
ealt06,YTA,4.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,NTA,4.0
ealt06,NTA,3.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,NTA,4.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,NTA,4.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,ESH,3.0
ealt06,NTA,4.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,ESH,3.0
ealt06,YTA,4.0
ealt06,NTA,4.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,NTA,4.0
ealt06,ESH,3.0
ealt06,YTA,4.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,ESH,3.0
ealt06,YTA,4.0
ealt06,NTA,4.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,NTA,4.0
ealt06,NAH,3.0
ealt06,NTA,3.0
ealt06,NTA,4.0
ealt06,YTA,4.0
ealt06,NTA,4.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,NTA,3.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,ESH,3.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,NAH,3.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,YTA,3.0
ealt06,YTA,4.0
ealt06,YTA,1.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,ESH,3.0
ealt06,YTA,3.0
ealt06,YTA,3.0
ealt06,NAH,3.0
ealt06,NTA,4.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,YTA,4.0
ealt06,NAH,3.0
ealt06,YTA,3.0
eb5szx,ESH,3.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,ESH,3.0
eb5szx,NTA,4.0
eb5szx,YTA,4.0
eb5szx,NTA,4.0
eb5szx,ESH,3.0
eb5szx,ESH,3.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,ESH,3.0
eb5szx,NTA,4.0
eb5szx,YTA,3.0
eb5szx,ESH,3.0
eb5szx,NTA,3.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,ESH,3.0
eb5szx,NAH,3.0
eb5szx,NTA,4.0
eb5szx,ESH,3.0
eb5szx,NTA,4.0
eb5szx,ESH,3.0
eb5szx,YTA,3.0
eb5szx,ESH,2.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,ESH,3.0
eb5szx,NTA,4.0
eb5szx,YTA,4.0
eb5szx,YTA,4.0
eb5szx,NTA,4.0
eb5szx,YTA,4.0
eb5szx,NTA,4.0
eb5szx,YTA,4.0
eb5szx,NTA,3.0
eb5szx,YTA,3.0
eb5szx,YTA,3.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,YTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,NTA,3.0
eb5szx,NTA,4.0
eb5szx,NTA,4.0
eb5szx,ESH,3.0
eb5szx,YTA,4.0
eb5szx,NTA,4.0
eb5szx,ESH,3.0
eezxbl,NTA,4.0
eezxbl,ESH,2.0
eezxbl,YTA,4.0
eezxbl,ESH,3.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,NAH,3.0
eezxbl,NTA,3.0
eezxbl,YTA,4.0
eezxbl,YTA,2.0
eezxbl,NTA,4.0
eezxbl,YTA,3.0
eezxbl,ESH,3.0
eezxbl,YTA,4.0
eezxbl,NAH,3.0
eezxbl,YTA,3.0
eezxbl,YTA,4.0
eezxbl,YTA,3.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,NAH,3.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,ESH,3.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,3.0
eezxbl,NAH,3.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,NAH,3.0
eezxbl,YTA,2.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,3.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,3.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,NAH,3.0
eezxbl,NAH,3.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,2.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,3.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,3.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,ESH,3.0
eezxbl,NTA,4.0
eezxbl,YTA,3.0
eezxbl,YTA,2.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,3.0
eezxbl,ESH,3.0
eezxbl,ESH,3.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,NAH,3.0
eezxbl,NTA,4.0
eezxbl,NAH,3.0
eezxbl,YTA,3.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,3.0
eezxbl,YTA,4.0
eezxbl,YTA,3.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,1.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,3.0
eezxbl,NTA,3.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,ESH,3.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,2.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,ESH,3.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,YTA,3.0
eezxbl,YTA,3.0
eezxbl,NTA,4.0
eezxbl,YTA,4.0
eezxbl,YTA,4.0
eezxbl,NTA,4.0
eezxbl,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NAH,4.0
9uzg28,YTA,3.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,2.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NAH,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,2.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NAH,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,2.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,3.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,2.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,2.0
9uzg28,NTA,4.0
9uzg28,NAH,4.0
9uzg28,YTA,4.0
9uzg28,YTA,2.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,3.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,2.0
9uzg28,NTA,3.0
9uzg28,YTA,3.0
9uzg28,NTA,2.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,3.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,3.0
9uzg28,YTA,4.0
9uzg28,NTA,1.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,2.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,2.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,3.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,3.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,3.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
9uzg28,YTA,3.0
9uzg28,YTA,4.0
9uzg28,YTA,4.0
9uzg28,NTA,4.0
